iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
173,"(3, 7)","(2, 7)",East,"[(4, 7)]","[(8, 11), (11, 6), (23, 2)]","[(4, 7), (8, 11), (11, 6), (23, 2)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",44,N/A,N/A
174,"(23, 2)","(24, 2)",West,"[(22, 2)]","[(4, 7), (8, 11), (11, 6)]","[(22, 2), (4, 7), (8, 11), (11, 6)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",45,N/A,N/A
175,"(11, 6)","(11, 7)",South,"[(10, 6)]","[(22, 2), (4, 7), (8, 11)]","[(10, 6), (22, 2), (4, 7), (8, 11)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",45,N/A,N/A
176,"(8, 11)","(8, 12)",South,"[(8, 10)]","[(10, 6), (22, 2), (4, 7)]","[(8, 10), (10, 6), (22, 2), (4, 7)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",45,N/A,N/A
177,"(4, 7)","(3, 7)",East,"[(4, 8)]","[(8, 10), (10, 6), (22, 2)]","[(4, 8), (8, 10), (10, 6), (22, 2)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",45,N/A,N/A
178,"(22, 2)","(23, 2)",West,"[(21, 2)]","[(4, 8), (8, 10), (10, 6)]","[(21, 2), (4, 8), (8, 10), (10, 6)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",46,N/A,N/A
179,"(10, 6)","(11, 6)",West,"[(9, 6)]","[(21, 2), (4, 8), (8, 10)]","[(9, 6), (21, 2), (4, 8), (8, 10)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (9, 6), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",46,N/A,N/A
180,"(8, 10)","(8, 11)",South,"[(8, 9)]","[(9, 6), (21, 2), (4, 8)]","[(8, 9), (9, 6), (21, 2), (4, 8)]","{(21, 16), (34, 1), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (9, 6), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",46,N/A,N/A
181,"(4, 8)","(4, 7)",North,"[(4, 9)]","[(8, 9), (9, 6), (21, 2)]","[(4, 9), (8, 9), (9, 6), (21, 2)]","{(21, 16), (34, 1), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (9, 6), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",46,N/A,N/A
182,"(21, 2)","(22, 2)",West,"[(20, 2)]","[(4, 9), (8, 9), (9, 6)]","[(20, 2), (4, 9), (8, 9), (9, 6)]","{(21, 16), (34, 1), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 2), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (9, 6), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",47,N/A,N/A
183,"(9, 6)","(10, 6)",West,"[(8, 6)]","[(20, 2), (4, 9), (8, 9)]","[(8, 6), (20, 2), (4, 9), (8, 9)]","{(21, 16), (34, 1), (4, 9), (34, 10), (27, 4), (27, 13), (17, 12), (30, 9), (10, 6), (8, 9), (32, 12), (13, 8), (1, 15), (26, 14), (15, 14), (21, 9), (34, 3), (34, 12), (27, 6), (17, 14), (19, 11), (8, 11), (11, 7), (11, 16), (32, 14), (1, 8), (29, 6), (21, 2), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (14, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (16, 8), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (12, 13), (14, 10), (17, 9), (30, 6), (5, 16), (9, 14), (33, 8), (26, 2), (13, 14), (26, 11), (1, 12), (16, 10), (18, 16), (7, 16), (31, 1), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (20, 12), (22, 9), (12, 8), (14, 14), (32, 4), (8, 13), (33, 12), (24, 9), (10, 10), (1, 7), (1, 16), (16, 14), (34, 4), (22, 2), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (8, 6), (24, 2), (33, 14), (24, 11), (10, 12), (1, 9), (16, 16), (29, 1), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (10, 14), (20, 9), (12, 14), (14, 11), (27, 5), (32, 1), (30, 1), (27, 14), (17, 13), (30, 10), (8, 10), (11, 6), (10, 16), (1, 13), (25, 14), (20, 2), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (19, 12), (8, 12), (11, 8), (25, 16), (15, 8), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (17, 8), (30, 5), (33, 4), (30, 14), (10, 11), (8, 14), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (15, 10), (31, 6), (23, 2), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (4, 16), (28, 1), (27, 11), (17, 10), (9, 6), (25, 2), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (15, 12)}",47,N/A,N/A
